930,Intellectual disability ID,diagnosis of intellectual disability/low IQ
931,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
932,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
933,Poor Mental Health,Pre-diagnosis
934,Motivation and procrastination,not quite on top of things but not yet behind on work.  
935,Parenting Stress,"struggling with connecting with kids and discipline
"
936,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
937,Personal Care and Hygiene,skills related to taking care of oneself
938,Declining physical health,want to get healthier. general health problems.   no series illnesses
939,Resilience,"giving up too quickly or easily, can't bounce back"
940,Self-Regulation and Coping,"""overreacting"" "
941,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
942,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
943,Trauma,"emotional abuse, need help setting boundaries"
944,Stress,general stress management
945,Debt,trying to get rid of debt and save more
946,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
947,Eating Disorder,"anorexia, bulimia, binge eating"
948,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
949,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
950,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
951,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
952,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
953,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
954,FBA,working with an ABA agency or school on obtaining an FBA
955,Sibling Rivalry,"Interpersonal problems or fighting between siblings, need help with communication, boundaries, parent relations"
956,Suicidal Ideations,having thoughts about suicide or dying
957,Suicide Risk,action plans made for suicide and need external support
958,Emotional Abuse,"neglected or gaslit by romantic partner, parent, caregiver, trauma bonds"
959,Divorcing parents,user's parents are separated/divorced or separating/divorcing. 
960,No Friends,"user wants to make friends
"
961,SPED caregiver,burnout and stress from caring for high needs family members
962,Transition to adulthood/independence,"special ed and older teens/young adults who are finishing college, moving out, getting their own place, figuring out how to be independent"
963,Loneliness,"having no friends, feel like they have no one to talk to "
964,Poor social skills,"has a hard time connecting with other people, having smooth conversations, knowing how to act in certain situations"
965,Social anxiety,"difficulty approaching others, ordering food, making phone calls, can also be neurodivergent or have clinical anxiety"
966,Lack of confidence,"wants to gain confidence and feel good about themselves
"
967,Personal Growth and Self-Actualization,this user is seeking more fulfillment and purpose in life
968,Hoarding,
969,Poverty,"living below the poverty line or significant debt. money troubles, no savings, can't pay bills every month"
970,Bipolar,"diagnosed with bipolar 1 or 2, or cyclothymia (a less severe version of BP2)"
971,Chronic illness,"lupus, diabetes, parkinsons, fibromyalgia, multiple sclerosis, and other progressive, terminal, or longterm medical diagnoses"
972,Sportmanship,"sore loser, too competitive"
973,General Intake,
974,Physical abuse,"punching, hitting, choking, scratching, throwing items "
975,Sexual abuse,"unwanted touching, sexual harrassment, rape, sexual assault, adult on adult, adult on minor"
976,Child abuse,need to heal from trauma from past event(s) in childhood
977,Incarcerated parent,"one or both parents are in jail or prison
"
978,Active Abuse,"can be sexual, physical, emotional, neglect, psychological, financial, reproductive"
979,ESL,ESL
980,unhappy with coach,unhappy with coach
981,Better academics,"want/need to do better in school.  If just not doing the work, tag behind on work or motivation/procrastination"
982,Active Quest,user is a primary or participating quester
983,ADHD ,diagnosed with ADHD or suspects ADHD
984,Excess Alcohol,"dealing with stress by excessive drinking, binge drinking, relationships and connectedness"
985,Anger ,"difficulty controlling anger or rage, needs help with mindfulness and self-regulation"
986,Clinical Anxiety,"for preclinical, go to stress
"
987,Attendance Problems,"user has problems going to and staying at school or work on time/for required time consistently, frequent call-outs"
988,Autism (Self),"diagnosed with autism (with or without speech delay), pervasive developmental disorder, global delays"
989,Challenging Behaviors,"Do we need separate ones for adult and kids? @Caitlin Ryan Marcus If so the school conduct problem can be for kids.
"
990,Job Hunting,"tough job market, hard to find employment after college even if highly qualified, tons of competition"
991,Communication Deficits,"want to become a more effective communicator, advocate for self, improve relationships
"
992,Bored,"no purpose, nothing to do
"
993,Discrimination/Racism,"user is part of a marginalized group, exclusion, bullying, microaggression"
994,Drug Use,"cocaine, heroin, pills, ketamine, fentanyl, crack cocaine, methamphetamines"
995,Executive Functioning Skills,"user's ability to plan ahead, control impulses. adhd, autism, learning disabilities, intellectual disability, addiction
"
996,Good Families,already pretty good family dynamimcs and motivated to maintain or grow further
997,Build wealth,"want to make more money, save money, invest money"
998,Bad Friends,"bad influences or friends who don't support them.  have these friends but still lonely
"
999,Hyperactivity/Inattention,Pre-ADHD diagnosis
1000,Intellectual disability ID,diagnosis of intellectual disability/low IQ
1001,Learning disability,"Dyslexia, dysgraphia, auditory processing difficulties, dyspraxia "
1002,Poor Marriage,"marriage has problems, arguments, fighting, addiction, etc
"
1003,Poor Mental Health,Pre-diagnosis
1004,Motivation and procrastination,not quite on top of things but not yet behind on work.  
1005,Parenting Stress,"struggling with connecting with kids and discipline
"
1006,Perfectionism,Fear of failure and feeling unnecessary stress from perfectionism
1007,Personal Care and Hygiene,skills related to taking care of oneself
1008,Declining physical health,want to get healthier. general health problems.   no series illnesses
1009,Resilience,"giving up too quickly or easily, can't bounce back"
1010,Self-Regulation and Coping,"""overreacting"" "
1011,Estranged families,"family members on non-speaking terms (i.e. grandparents, siblings)"
1012,Need Tolerance Inclusion,"extremists, bigots.  people who need more tolerance"
1013,Trauma,"emotional abuse, need help setting boundaries"
1014,Stress,general stress management
1015,Debt,trying to get rid of debt and save more
1016,Sleep Disturbance,"Unhealthy sleeping patterns, like inability to fall or stay asleep, frequent waking at night, consistently getting less than 7 hours per night"
1017,Eating Disorder,"anorexia, bulimia, binge eating"
1018,Aging,"dealing with natural changes in appearance, physical, mental capacities.  For disease, also tag Poor physical health"
1019,Vaping/Smoking,Consuming nicotine vapor or cigarette smoke
1020,Maintaining Employment,"keeping up with job duties harder for people with autism, adhd, depression, bipolar, substance abuse"
1021,Just Relocated,"moved house recently, assimilation, culture shock, loneliness, making friends"
1022,Diagnosed Depression,"diagnosis of depression or persistent depression symptoms, no energy, no pleasure, can escalate to suicide"
1023,Behind on work,"boss has noticed loss of productivity, performance improvement plan"
1024,FBA,working with an ABA agency or school on obtaining an FBA
